Usuario|Final
6887502|0.779661016949
7954386|0.779661016949
6703801|0.779661016949
6566062|0.779661016949
7900994|0.779661016949
6564714|0.779661016949
8397612|0.779661016949
8534077|0.779661016949
8534743|0.779661016949
8669641|0.779661016949
8675028|0.779661016949
8447145|0.762711864407
8456187|0.762711864407
8523389|0.762711864407
8541596|0.762711864407
8551118|0.762711864407
7189570|0.745762711864
6335297|0.745762711864
7431175|0.745762711864
461300|0.745762711864
6657968|0.745762711864
6295567|0.745762711864
6700710|0.745762711864
8359711|0.745762711864
8402215|0.745762711864
8417467|0.745762711864
6157626|0.745762711864
7201865|0.728813559322
8215283|0.728813559322
8348297|0.728813559322
8390646|0.728813559322
8503955|0.728813559322
8528665|0.728813559322
8697492|0.728813559322
7751332|0.71186440678
4011453|0.71186440678
6764621|0.71186440678
1689611|0.71186440678
8505362|0.71186440678
8524213|0.71186440678
8587568|0.71186440678
2520219|0.694915254237
3707350|0.694915254237
7604850|0.694915254237
6401403|0.694915254237
8376333|0.694915254237
8385822|0.694915254237
8401365|0.694915254237
7500181|0.694915254237
8758928|0.694915254237
7774260|0.677966101695
4100701|0.677966101695
6524926|0.677966101695
8389227|0.677966101695
6488957|0.677966101695
8504263|0.677966101695
8538017|0.677966101695
2734024|0.661016949153
6717403|0.661016949153
6779699|0.661016949153
8505845|0.661016949153
8536756|0.661016949153
9054827|0.661016949153
8402227|0.64406779661
6892442|0.64406779661
7606426|0.627118644068
7812713|0.627118644068
6457107|0.627118644068
7565900|0.627118644068
7309632|0.627118644068
8531858|0.627118644068
8350550|0.627118644068
5952018|0.610169491525
7831706|0.610169491525
8149257|0.610169491525
6698876|0.610169491525
6359183|0.610169491525
8205463|0.610169491525
8306213|0.576271186441
9015667|0.576271186441
6743382|0.559322033898
18537|0.559322033898
6135987|0.559322033898
7447023|0.559322033898
8505513|0.559322033898
693351|0.559322033898
8742993|0.559322033898
950504|0.542372881356
199208|0.542372881356
8389092|0.525423728814
8504571|0.525423728814
8370274|0.508474576271
6307275|0.508474576271
8531778|0.491525423729
6795431|0.474576271186
8477056|0.474576271186
8365433|0.457627118644
8729092|0.440677966102
8403850|0.423728813559
3688245|0.406779661017
6756790|0.389830508475
8154139|0.389830508475
8688466|0.389830508475
8798555|0.372881355932
8837043|0.372881355932
8117376|0.338983050847
8506628|0.322033898305
5021961|0.322033898305
8676703|0.322033898305
7680428|0.305084745763
8377288|0.305084745763
7058454|0.28813559322
8520292|0.271186440678
8691439|0.271186440678
8824697|0.271186440678
5664663|0.254237288136
8161533|0.254237288136
8526133|0.254237288136
6595409|0.237288135593
1812465|0.237288135593
8727767|0.237288135593
8322729|0.203389830508
8607628|0.186440677966
6671914|0.169491525424
38646|0.152542372881
8615210|0.152542372881
8499697|0.118644067797
877434|0.0847457627119
8488318|0.0847457627119
8943844|0.0847457627119
3733995|0.0677966101695
8117043|0.0677966101695
6661206|0.0677966101695
6732477|0.0677966101695
6702840|0.0508474576271
8333556|0.0508474576271
8478567|0.0508474576271
8495213|0.0508474576271
5726396|0.0508474576271
9025223|0.0508474576271
5709463|0.0338983050847
8012060|0.0338983050847
6806248|0.0338983050847
6505326|0.0338983050847
4405327|0.0338983050847
6707713|0.0338983050847
6965121|0.0338983050847
6701692|0.0338983050847
8367887|0.0338983050847
8421038|0.0338983050847
8512722|0.0338983050847
7760085|0.0169491525424
8055195|0.0169491525424
6459575|0.0169491525424
6699697|0.0169491525424
8364368|0.0169491525424
8496580|0.0169491525424
6702193|0.0169491525424
5865588|0.0169491525424
6604497|0.0169491525424
9039065|0.0169491525424
6696522|1.0
6677354|1.0
8516599|1.0
8531952|1.0
8532051|1.0
8534587|1.0
